numero_processo,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,trimestre_ajuizamento,dia_semana_ajuizamento,grau,classe_categoria,tipo_vara,municipio_fortaleza,sistema,formato,qtd_assuntos,tem_medicamento,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,area_saude,assunto_principal,qtd_movimentos,velocidade_movimentos,movimentos_recentes,tipo_distribuicao,complexidade_score,tem_recurso
30003299820248060220,177,2024,3,1,3,JE,Procedimento do Juizado Especial Cível,Juizado_Especial,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,67,0.3785,0,Desconhecido,67,0
30013594820228060024,528,2024,3,1,2,TR,Recurso Inominado Cível,Turma_Recursal,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,16,0.0303,0,Desconhecido,16,1
02148084420248060001,528,2024,3,1,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.0777,0,Desconhecido,41,0
30000916420248060128,432,2024,3,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,50,0.1157,0,Desconhecido,50,0
02149115120248060001,217,2024,3,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,56,0.2581,0,Desconhecido,56,0
02148387920248060001,196,2024,3,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.2245,0,Desconhecido,44,0
02149037420248060001,167,2024,3,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,10,0.0599,0,Desconhecido,20,0
30001012420248060059,167,2024,3,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.2395,0,Desconhecido,40,0
30003145120248060246,178,2024,3,1,2,JE,Procedimento do Juizado Especial Cível,Juizado_Especial,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,16,0.0899,0,Desconhecido,16,0
30004032820248060035,587,2024,3,1,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,4,1,0,0,0,1,Oncológico,67,0.1141,0,Desconhecido,268,0
02879976020218060001,529,2024,3,1,1,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,66,0.1248,0,Desconhecido,66,1
02879976020218060001,246,2024,3,1,1,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.1667,0,Desconhecido,41,1
30035786920238060001,246,2024,3,1,1,TR,Recurso Inominado Cível,Fazenda_Publica,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,41,0.1667,0,Desconhecido,82,1
30007429220248060000,218,2024,3,1,1,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,34,0.156,0,Desconhecido,34,1
02001304420248060059,168,2024,3,1,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.0298,0,Desconhecido,5,0
30282426720238060001,171,2024,3,1,1,TR,Recurso Inominado Cível,Fazenda_Publica,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.1813,0,Desconhecido,31,1
06232840920248060000,180,2024,3,1,1,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.2722,0,Desconhecido,49,1
02014622320228060154,181,2024,3,1,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,22,0.1215,0,Desconhecido,44,1
30050515620248060001,588,2024,3,1,0,G1,Cumprimento de Sentença contra a Fazenda Pública,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,104,0.1769,0,sorteio,104,0
30102941520238060001,530,2024,3,1,0,G2,Apelação Cível,Presidencia,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,79,0.1491,0,Desconhecido,79,1
02142212220248060001,219,2024,3,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.1096,0,Desconhecido,24,0
30001127420248060052,198,2024,3,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.1515,0,Desconhecido,30,0
00103886420248060167,169,2024,3,1,0,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,13,0.0769,0,Desconhecido,13,0
02010897920248060167,169,2024,3,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.213,0,Desconhecido,36,0
02139310720248060001,220,2024,3,1,6,G1,Cumprimento Provisório de Sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.2136,0,Desconhecido,47,0
30001118920248060052,533,2024,3,1,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.075,0,Desconhecido,40,0
02136618020248060001,533,2024,3,1,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,85,0.1595,0,Desconhecido,170,0
30006874420248060000,222,2024,3,1,4,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.2207,0,Desconhecido,49,1
02000755920248060038,172,2024,3,1,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,10,0.0581,0,Desconhecido,20,0
00201369420178060158,172,2024,3,1,4,G2,Outros,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,14,0.0814,0,Desconhecido,28,0
02000747420248060038,183,2024,3,1,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,10,0.0546,0,Desconhecido,10,0
02135353020248060001,223,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.3722,0,Desconhecido,83,0
02132763520248060001,251,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.2709,0,Desconhecido,68,0
02130148520248060001,560,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Tutela de Urgência,39,0.0696,0,Desconhecido,78,0
30001023020248060052,535,2024,2,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,35,0.0654,0,sorteio,35,0
30006606120248060000,535,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0729,0,Desconhecido,39,1
06229532720248060000,499,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,58,0.1162,0,Desconhecido,116,1
02002387820248060122,402,2024,2,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,57,0.1418,0,Desconhecido,57,0
30001031520248060052,402,2024,2,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.1119,0,Desconhecido,45,0
30001049720248060052,402,2024,2,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.097,0,Desconhecido,39,0
30239114220238060001,374,2024,2,1,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,48,0.1283,0,Desconhecido,48,1
06229819220248060000,252,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.2143,0,Desconhecido,54,1
30002805720248060220,203,2024,2,1,2,JE,Cumprimento de sentença,Juizado_Especial,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,72,0.3547,0,Desconhecido,72,0
06229827720248060000,174,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.2701,0,Desconhecido,47,1
02128416120248060001,185,2024,2,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,71,0.3838,0,Desconhecido,71,0
02130079320248060001,185,2024,2,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.1622,0,Desconhecido,30,0
02127393920248060001,561,2024,2,1,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.1212,0,Desconhecido,68,0
30000437320248060074,561,2024,2,1,1,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,45,0.0802,0,Desconhecido,90,0
06228744820248060000,500,2024,2,1,1,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,55,0.11,0,Desconhecido,55,1
02126589020248060001,284,2024,2,1,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.1479,0,Desconhecido,42,0
06228979120248060000,204,2024,2,1,1,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.3431,0,sorteio,70,1
02127783620248060001,175,2024,2,1,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,31,0.1771,0,Desconhecido,62,0
02315646520238060001,175,2024,2,1,1,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.2457,0,Desconhecido,43,1
02125410220248060001,175,2024,2,1,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.0514,0,sorteio,9,0
06228139020248060000,562,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0872,0,sorteio,49,1
02120491020248060001,501,2024,2,1,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,62,0.1238,0,Desconhecido,124,0
30097416520238060001,254,2024,2,1,0,G2,Outros,Outros,0,Pje,Eletrônico,2,1,0,0,1,1,Indenização por Dano Moral,40,0.1575,0,Desconhecido,80,1
02003666020248060070,254,2024,2,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.2756,0,Desconhecido,70,0
02009840520248060167,176,2024,2,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,17,0.0966,0,Desconhecido,34,0
02001562920248060128,176,2024,2,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,7,0.0398,0,sorteio,7,0
02121972120248060001,187,2024,2,1,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.2246,0,Desconhecido,42,0
06228216720248060000,188,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,48,0.2553,0,Desconhecido,96,1
02008233820228060143,540,2024,2,1,4,TR,Recurso Inominado Cível,Turma_Recursal,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,6,0.0111,0,sorteio,6,1
02116568520248060001,540,2024,2,1,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Erro Médico,77,0.1426,0,Desconhecido,154,0
02469995020218060001,473,2024,2,1,4,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,105,0.222,0,Desconhecido,105,1
06226995420248060000,379,2024,2,1,4,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.1425,0,sorteio,54,1
02697587120228060001,229,2024,2,1,4,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.1266,0,Desconhecido,29,1
30042487320248060001,179,2024,2,1,4,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,6,0.0335,0,sorteio,6,0
02117408620248060001,190,2024,2,1,4,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.1579,0,Desconhecido,30,0
30001207620248069000,230,2024,2,1,3,TR,Agravo de Instrumento,Fazenda_Publica,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,26,0.113,0,Desconhecido,26,1
30005990620248060000,230,2024,2,1,3,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.1739,0,Desconhecido,40,1
02001876220248060156,180,2024,2,1,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.05,0,Desconhecido,9,0
02000748920248060130,600,2024,2,1,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.105,0,Desconhecido,63,0
30005514720248060000,542,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.1255,0,Desconhecido,68,1
02110939120248060001,506,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,51,0.1008,0,Desconhecido,102,0
30005558420248060000,210,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,59,0.281,0,Desconhecido,59,1
02016104320228060151,210,2024,2,1,2,G2,Outros,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,22,0.1048,0,Desconhecido,44,0
02110687820248060001,231,2024,2,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.303,0,Desconhecido,70,0
02002409220248060075,181,2024,2,1,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,8,0.0442,0,Desconhecido,8,0
02110574920248060001,192,2024,2,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,26,0.1354,0,Desconhecido,26,0
30038433720248060001,601,2024,2,1,1,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,101,0.1681,0,sorteio,101,0
02001989620248060122,543,2024,2,1,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.1271,0,Desconhecido,69,0
06224881820248060000,291,2024,2,1,1,G2,Agravo de Instrumento,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,100,0.3436,0,Desconhecido,100,1
06224795620248060000,260,2024,2,1,1,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,59,0.2269,0,Desconhecido,59,1
02008182620248060117,182,2024,2,1,1,G1,Outros,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,13,0.0714,0,Desconhecido,26,0
30038364520248060001,182,2024,2,1,1,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,17,0.0934,0,Desconhecido,17,0
02109146020248060001,193,2024,2,1,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.1451,0,Desconhecido,28,0
30020456220238060167,193,2024,2,1,1,TR,Recurso Inominado Cível,Turma_Recursal,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,10,0.0518,0,Desconhecido,10,1
02000914320248060125,183,2024,2,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.0273,0,Desconhecido,5,0
02103066220248060001,183,2024,2,1,0,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.1967,0,Desconhecido,36,0
02103074720248060001,183,2024,2,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.0492,0,Desconhecido,9,0
02104149120248060001,194,2024,2,1,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.1598,0,Desconhecido,31,0
02103784920248060001,194,2024,2,1,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.1495,0,Desconhecido,29,0
30001438820248060054,572,2024,2,1,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,33,0.0577,0,Desconhecido,33,0
02101568120248060001,480,2024,2,1,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,67,0.1396,0,Desconhecido,67,0
30034666620248060001,295,2024,2,1,4,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.2814,0,Desconhecido,83,0
06222336020248060000,236,2024,2,1,4,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,78,0.3305,0,Desconhecido,78,1
02001946820248060119,200,2024,2,1,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.12,0,Desconhecido,24,0
02001087220248060095,186,2024,2,1,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,12,0.0645,0,Desconhecido,12,0
06221357520248060000,548,2024,2,1,3,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,87,0.1588,0,Desconhecido,87,1
30000876620248060115,548,2024,2,1,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.1095,0,Desconhecido,60,0
30000904120248069000,217,2024,2,1,2,TR,Agravo de Instrumento,Fazenda_Publica,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,34,0.1567,0,Desconhecido,34,1
02094665220248060001,266,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.1767,0,Desconhecido,47,0
30033782820248060001,188,2024,2,1,2,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,2,1,0,0,1,1,Fornecimento de medicamentos,16,0.0851,0,Desconhecido,32,0
06220517420248060000,550,2024,2,1,1,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,71,0.1291,0,Desconhecido,71,1
02350968120228060001,579,2024,2,1,4,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,73,0.1261,0,Desconhecido,73,1
30000578920248060128,554,2024,2,1,4,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.0939,0,Desconhecido,52,0
02350968120228060001,518,2024,2,1,4,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,71,0.1371,0,Desconhecido,71,1
00101348820248060071,193,2024,2,1,4,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,20,0.1036,0,Desconhecido,20,0
06219321620248060000,193,2024,2,1,4,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,49,0.2539,0,Desconhecido,98,1
02481289020218060001,193,2024,2,1,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,31,0.1606,0,Desconhecido,93,1
02004401420248060071,613,2024,2,1,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,93,0.1517,0,sorteio,186,0
30032129320248060001,394,2024,2,1,3,JE,Outros,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,32,0.0812,0,Desconhecido,32,0
30000682420238060009,197,2024,2,1,3,TR,Recurso Inominado Cível,Turma_Recursal,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,22,0.1117,0,Desconhecido,22,1
02082644020248060001,556,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,37,0.0665,0,Desconhecido,37,0
02083232820248060001,556,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,74,0.1331,0,Desconhecido,74,0
06216290220248060000,273,2024,2,1,2,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,91,0.3333,0,sorteio,91,1
02083683220248060001,224,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.1964,0,Desconhecido,44,0
08000181720238060138,557,2024,2,1,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Acessão,49,0.088,0,Desconhecido,98,1
02002262620248060070,196,2024,2,1,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.0459,0,Desconhecido,9,0
30001707720248060246,207,2024,2,1,1,JE,Procedimento do Juizado Especial Cível,Juizado_Especial,0,Pje,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,33,0.1594,0,Desconhecido,99,0
02031917220228060158,558,2024,2,1,0,G2,Outros,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,15,0.0269,0,Desconhecido,30,1
06214567520248060000,558,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.0914,0,Desconhecido,51,1
06215043420248060000,558,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,3,1,1,0,0,1,Efeito Suspensivo / Impugnação / Embargos à Execução,107,0.1918,0,Desconhecido,321,1
30027191920248060001,491,2024,2,1,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,2,1,0,0,1,1,Fornecimento de medicamentos,93,0.1894,0,Desconhecido,186,0
06215026420248060000,460,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,85,0.1848,0,Desconhecido,85,1
06215156320248060000,226,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,71,0.3142,0,Desconhecido,142,1
30000288020238060158,197,2024,2,1,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,22,0.1117,0,Desconhecido,44,1
06214800620248060000,197,2024,2,1,0,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.3046,0,sorteio,60,1
02002115720248060070,209,2024,2,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,10,0.0478,0,Desconhecido,10,0
02075386620248060001,276,2024,2,1,6,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Gratuidade,33,0.1196,0,Desconhecido,66,0
06213918020248060000,561,2024,2,1,4,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,46,0.082,0,sorteio,46,1
02074060920248060001,561,2024,2,1,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,55,0.098,0,Desconhecido,55,0
06214056420248060000,525,2024,2,1,4,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,87,0.1657,0,Desconhecido,87,1
30025494720248060001,465,2024,2,1,4,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,3,1,0,0,1,1,Fornecimento de medicamentos,90,0.1935,0,Desconhecido,270,0
02073836320248060001,200,2024,2,1,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,8,0.04,0,Desconhecido,8,0
02073333720248060001,200,2024,2,1,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,7,0.035,0,sorteio,7,0
02000801820248060156,200,2024,2,1,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,4,0.02,0,Desconhecido,4,0
30025408520248060001,200,2024,2,1,4,JE,Procedimento do Juizado Especial da Fazenda Pública,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,23,0.115,0,Desconhecido,23,0
02071688720248060001,562,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.1352,0,Desconhecido,76,0
02071688720248060001,495,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.1394,0,Desconhecido,69,0
02070363020248060001,466,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,1,1,Fornecimento de medicamentos,63,0.1352,0,Desconhecido,126,0
