numero_processo,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,trimestre_ajuizamento,dia_semana_ajuizamento,grau,classe_categoria,tipo_vara,municipio_fortaleza,sistema,formato,qtd_assuntos,tem_medicamento,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,area_saude,assunto_principal,qtd_movimentos,velocidade_movimentos,movimentos_recentes,tipo_distribuicao,complexidade_score,tem_recurso,sexo_juiz,sexo_requerente,sentenca_favoravel,status
02013647820228060173,459,2024,5,2,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,38,0.0828,0,Desconhecido,76,1,M,F,False,sucesso
02003828720248060175,208,2024,5,2,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,5,1,1,0,1,1,Fornecimento de medicamentos,41,0.1971,0,Desconhecido,205,0,Indefinido,M,True,sucesso
02026727020228060167,180,2024,5,2,4,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.2722,0,Desconhecido,49,1,M,F,True,sucesso
02314214220248060001,464,2024,5,2,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.1509,0,Desconhecido,70,0,M,F,True,sucesso
02315487720248060001,464,2024,5,2,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Prestação de Serviços,49,0.1056,0,Desconhecido,98,0,M,F,False,sucesso
02315678320248060001,114,2024,5,2,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,32,0.2807,0,Desconhecido,32,0,F,M,True,sucesso
02314915920248060001,114,2024,5,2,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,33,0.2895,0,Desconhecido,33,0,F,M,True,sucesso
02003043920248060096,429,2024,5,2,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,79,0.1841,0,Desconhecido,79,0,M,Indefinido,True,sucesso
02307926820248060001,116,2024,5,2,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.2586,0,Desconhecido,30,0,F,M,True,sucesso
02304886920248060001,467,2024,5,2,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,98,0.2099,0,Desconhecido,98,0,F,Indefinido,True,sucesso
00101925120248060052,113,2024,4,2,0,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,23,0.2035,0,Desconhecido,23,0,Indefinido,Indefinido,False,dados_incompletos
02252471720248060001,487,2024,4,2,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,75,0.154,0,Desconhecido,75,0,M,Indefinido,False,sucesso
02308053820228060001,160,2024,4,2,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Tratamento médico-hospitalar,42,0.2625,0,Desconhecido,84,1,F,F,True,sucesso
02002594520248060028,272,2024,4,2,3,G1,Cumprimento de sentença,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,21,0.0772,0,Desconhecido,21,0,M,Indefinido,False,sucesso
02232258320248060001,494,2024,4,2,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.1093,0,Desconhecido,54,0,M,F,False,sucesso
02209661820248060001,502,2024,4,2,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,67,0.1335,0,Desconhecido,67,0,M,M,False,sucesso
02000256720238060038,147,2024,3,1,1,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,21,0.1429,0,Desconhecido,21,0,M,F,True,sucesso
02169562820248060001,520,2024,3,1,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,43,0.0827,0,Desconhecido,86,0,M,Indefinido,False,sucesso
02000724720248060057,159,2024,3,1,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,4,0.0252,0,Desconhecido,4,0,M,M,False,sucesso
02166072520248060001,171,2024,3,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,53,0.3099,0,Desconhecido,53,0,F,Indefinido,False,sucesso
02008238920248060071,523,2024,3,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.0975,0,sorteio,51,0,Indefinido,M,False,sucesso
02160608220248060001,240,2024,3,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,61,0.2542,0,Desconhecido,61,0,F,F,False,sucesso
02160772120248060001,456,2024,3,1,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.1031,0,Desconhecido,47,0,M,M,False,sucesso
02003863520248060043,177,2024,3,1,6,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,33,0.1864,0,Desconhecido,33,0,M,Indefinido,False,sucesso
02153142020248060001,166,2024,3,1,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.1867,0,Desconhecido,31,0,F,M,True,sucesso
02148387920248060001,196,2024,3,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.2245,0,Desconhecido,44,0,F,F,True,sucesso
02001304420248060059,168,2024,3,1,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.0298,0,Desconhecido,5,0,Indefinido,F,False,sucesso
02139310720248060001,220,2024,3,1,6,G1,Cumprimento Provisório de Sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.2136,0,Desconhecido,47,0,F,M,True,sucesso
02136618020248060001,533,2024,3,1,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,85,0.1595,0,Desconhecido,170,0,M,F,True,sucesso
02135353020248060001,223,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.3722,0,Desconhecido,83,0,F,F,True,sucesso
02132763520248060001,251,2024,2,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.2709,0,Desconhecido,68,0,F,M,True,sucesso
02128416120248060001,185,2024,2,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,71,0.3838,0,Desconhecido,71,0,F,F,True,sucesso
02126589020248060001,284,2024,2,1,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.1479,0,Desconhecido,42,0,M,F,True,sucesso
02127783620248060001,175,2024,2,1,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,31,0.1771,0,Desconhecido,62,0,F,Indefinido,True,sucesso
02315646520238060001,175,2024,2,1,1,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.2457,0,Desconhecido,43,1,M,M,False,sucesso
02121972120248060001,187,2024,2,1,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.2246,0,Desconhecido,42,0,F,F,True,sucesso
02469995020218060001,473,2024,2,1,4,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,105,0.222,0,Desconhecido,105,1,M,Indefinido,True,sucesso
02117408620248060001,190,2024,2,1,4,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.1579,0,Desconhecido,30,0,F,M,True,sucesso
02110687820248060001,231,2024,2,1,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.303,0,Desconhecido,70,0,F,Indefinido,True,sucesso
02110939120248060001,506,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,51,0.1008,0,Desconhecido,102,0,Indefinido,M,True,sucesso
02001989620248060122,543,2024,2,1,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.1271,0,Desconhecido,69,0,M,F,True,sucesso
02109146020248060001,193,2024,2,1,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.1451,0,Desconhecido,28,0,F,Indefinido,True,sucesso
02103066220248060001,183,2024,2,1,0,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.1967,0,Desconhecido,36,0,F,M,False,sucesso
02103784920248060001,194,2024,2,1,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.1495,0,Desconhecido,29,0,F,M,True,sucesso
02101568120248060001,480,2024,2,1,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,67,0.1396,0,Desconhecido,67,0,Indefinido,F,False,sucesso
02094665220248060001,266,2024,2,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.1767,0,Desconhecido,47,0,M,F,False,sucesso
02481289020218060001,193,2024,2,1,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,31,0.1606,0,Desconhecido,93,1,M,F,True,sucesso
02004945120248060112,622,2024,1,1,1,G1,Cumprimento de sentença,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,123,0.1977,0,Desconhecido,246,0,M,M,False,sucesso
02318853720228060001,204,2024,1,1,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.1373,0,Desconhecido,28,1,F,F,False,sucesso
02044250720248060001,260,2024,1,1,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.2423,0,Desconhecido,63,0,F,F,False,sucesso
01928316920198060001,597,2024,1,1,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,75,0.1256,0,Desconhecido,75,1,F,F,True,sucesso
01928316920198060001,536,2024,1,1,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,73,0.1362,0,Desconhecido,73,1,F,F,True,sucesso
02633099720228060001,505,2024,1,1,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,58,0.1149,0,Desconhecido,116,1,F,F,False,sucesso
02026496920248060001,579,2024,1,1,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,71,0.1226,0,sorteio,142,0,M,F,False,sucesso
02001628420248060112,218,2024,1,1,0,G1,Cumprimento Provisório de Sentença,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,17,0.078,0,Desconhecido,17,0,M,F,False,sucesso
02001736320248060064,230,2024,1,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,34,0.1478,0,Desconhecido,34,0,M,F,False,sucesso
02178913920228060001,251,2024,1,1,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,0,1,1,Plano de Saúde ,45,0.1793,0,Desconhecido,135,1,M,M,False,sucesso
02004050620228060045,300,2024,1,1,3,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.14,0,Desconhecido,42,1,M,F,False,sucesso
02019870820248060001,233,2024,1,1,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.2017,0,Desconhecido,47,0,F,M,False,sucesso
02014744020248060001,332,2024,1,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,66,0.1988,0,Desconhecido,66,0,Indefinido,F,False,sucesso
02014232920248060001,223,2024,1,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.2825,0,Desconhecido,63,0,F,F,False,sucesso
02874270620238060001,500,2023,12,4,4,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,3,1,0,0,0,1,Urgência,178,0.356,0,Desconhecido,534,0,M,M,False,sucesso
02754565820228060001,606,2023,12,4,1,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,97,0.1601,0,Desconhecido,97,1,M,M,True,sucesso
02843915320238060001,610,2023,12,4,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,61,0.1,0,Desconhecido,61,0,M,F,False,sucesso
02008771120228060173,261,2023,12,4,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,56,0.2146,0,Desconhecido,56,1,M,F,True,sucesso
00017219220198060158,251,2023,12,4,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.1594,0,Desconhecido,40,1,Indefinido,F,False,sucesso
02831037020238060001,264,2023,12,4,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.1061,0,Desconhecido,28,0,F,M,True,sucesso
02017280220238060113,255,2023,12,4,5,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.0941,0,Desconhecido,24,0,M,M,True,sucesso
02824471620238060001,618,2023,12,4,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,46,0.0744,0,Desconhecido,92,0,Indefinido,F,True,sucesso
02824628220238060001,618,2023,12,4,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.0825,0,Desconhecido,51,0,M,F,True,sucesso
02013004820228060115,619,2023,12,4,2,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.0662,0,Desconhecido,41,0,M,M,True,sucesso
02008290520228060124,261,2023,12,4,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,23,0.0881,0,Desconhecido,23,1,M,F,False,sucesso
02198839820238060001,646,2023,12,4,0,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.1068,0,Desconhecido,69,1,M,F,True,sucesso
02005843320238060132,310,2023,12,4,0,G1,Outros,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Interdição,47,0.1516,0,Desconhecido,94,0,M,M,True,sucesso
02811559320238060001,262,2023,12,4,5,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.1527,0,Desconhecido,40,0,F,M,True,sucesso
02811524120238060001,262,2023,12,4,5,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.1527,0,Desconhecido,40,0,F,F,True,sucesso
02811220620238060001,273,2023,12,4,5,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.1136,0,Desconhecido,31,0,F,M,True,sucesso
02811195120238060001,273,2023,12,4,5,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.1062,0,Desconhecido,29,0,F,M,True,sucesso
02847729520228060001,292,2023,12,4,4,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.2397,0,Desconhecido,70,1,M,F,True,sucesso
02397467420228060001,588,2023,12,4,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,4,1,0,1,1,1,Tutela de Urgência,93,0.1582,0,Desconhecido,372,1,M,F,False,sucesso
02723606920218060001,314,2023,11,4,3,G2,Apelação Cível,Presidencia,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,74,0.2357,0,Desconhecido,74,1,Indefinido,F,True,sucesso
02800759420238060001,277,2023,11,4,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.1697,0,Desconhecido,47,0,F,M,True,sucesso
02789551620238060001,632,2023,11,4,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,58,0.0918,0,Desconhecido,58,0,F,Indefinido,False,sucesso
02002846920238060068,301,2023,11,4,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,25,0.0831,0,Desconhecido,25,0,F,F,True,sucesso
02785654620238060001,283,2023,11,4,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.1095,0,Desconhecido,31,0,F,F,True,sucesso
02782242020238060001,284,2023,11,4,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.1021,0,sorteio,29,0,F,M,True,sucesso
02005531320238060132,537,2023,11,4,0,G1,Outros,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,80,0.149,0,Desconhecido,160,0,M,F,True,sucesso
02776352820238060001,600,2023,11,4,6,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.115,0,Desconhecido,69,0,F,M,True,sucesso
02773677120238060001,638,2023,11,4,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.1191,0,Desconhecido,76,0,M,M,True,sucesso
02763171020238060001,281,2023,11,4,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.0854,0,Desconhecido,24,0,Indefinido,F,False,sucesso
02756441720238060001,646,2023,11,4,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,46,0.0712,0,Desconhecido,92,0,F,F,False,sucesso
02051220520238060117,648,2023,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,79,0.1219,0,Desconhecido,158,0,M,F,False,sucesso
02742039820238060001,652,2023,11,4,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.0966,0,Desconhecido,63,0,F,F,False,sucesso
02657029220228060001,619,2023,10,4,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0792,0,Desconhecido,49,1,F,F,True,sucesso
02729256220238060001,346,2023,10,4,6,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.104,0,Desconhecido,36,0,M,F,False,sucesso
02006626120228060035,305,2023,10,4,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,32,0.1049,0,Desconhecido,64,1,M,F,True,sucesso
02697462320238060001,358,2023,10,4,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,37,0.1034,0,Desconhecido,37,0,Indefinido,M,False,sucesso
02595632720228060001,358,2023,10,4,1,G2,Apelação Cível,Presidencia,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,50,0.1397,0,Desconhecido,50,1,Indefinido,F,False,dados_incompletos
02006625720238060122,314,2023,10,4,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.0287,0,Desconhecido,9,0,M,Indefinido,False,sucesso
02675542020238060001,348,2023,10,4,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.1552,0,Desconhecido,54,0,M,F,False,sucesso
02009982320228060049,681,2023,10,4,3,G2,Apelação Cível,Presidencia,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,81,0.1189,0,Desconhecido,81,1,M,F,True,sucesso
02667392320238060001,682,2023,10,4,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,48,0.0704,0,Desconhecido,48,0,M,F,False,sucesso
02666690620238060001,322,2023,10,4,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,43,0.1335,0,Desconhecido,86,0,M,F,False,sucesso
02767533720218060001,714,2023,9,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,1,1,Indenização por Dano Moral,15,0.021,0,sucessão,30,1,F,Indefinido,False,sucesso
02767533720218060001,653,2023,9,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,1,1,Fornecimento de medicamentos,14,0.0214,0,Desconhecido,28,1,F,Indefinido,False,sucesso
02870039520228060001,598,2023,9,3,4,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,104,0.1739,0,Desconhecido,208,1,F,M,True,sucesso
02638041020238060001,695,2023,9,3,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,109,0.1568,0,sorteio,109,0,F,F,False,sucesso
02626115720238060001,337,2023,9,3,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,34,0.1009,0,Desconhecido,68,0,F,M,False,sucesso
02617480420238060001,355,2023,9,3,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,55,0.1549,0,Desconhecido,55,0,M,F,False,sucesso
02614207420238060001,342,2023,9,3,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,36,0.1053,0,Desconhecido,108,0,M,Indefinido,False,sucesso
02613566420238060001,343,2023,9,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.1312,0,Desconhecido,45,0,F,M,False,sucesso
02053379320238060112,348,2023,9,3,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.1207,0,Desconhecido,42,0,M,F,True,sucesso
02601164020238060001,360,2023,9,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.1139,0,Desconhecido,41,0,F,M,True,sucesso
02010809120238060090,711,2023,9,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,59,0.083,0,sorteio,59,0,M,F,False,sucesso
02591689820238060001,354,2023,9,3,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.1215,0,Desconhecido,43,0,M,F,False,sucesso
02657808620228060001,716,2023,8,3,3,G2,Apelação Cível,Presidencia,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.1061,0,Desconhecido,76,1,Indefinido,F,False,sucesso
02062735520228060112,433,2023,8,3,3,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,52,0.1201,0,Desconhecido,104,1,M,F,False,sucesso
02588120620238060001,366,2023,8,3,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.0765,0,sorteio,28,0,F,M,True,sucesso
02584518620238060001,717,2023,8,3,2,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,80,0.1116,0,sorteio,80,0,F,Indefinido,True,sucesso
02584795420238060001,356,2023,8,3,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,50,0.1404,0,Desconhecido,50,0,M,Indefinido,True,sucesso
02584198120238060001,356,2023,8,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.1461,0,Desconhecido,52,0,F,Indefinido,True,sucesso
02580188220238060001,368,2023,8,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0788,0,sorteio,29,0,F,M,True,sucesso
02574238320238060001,721,2023,8,3,5,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,71,0.0985,0,sorteio,71,0,M,M,True,sucesso
02565135620238060001,374,2023,8,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0775,0,Desconhecido,29,0,F,Indefinido,True,sucesso
02561559120238060001,725,2023,8,3,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.1145,0,Desconhecido,83,0,F,Indefinido,True,sucesso
02559627620238060001,375,2023,8,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0773,0,Desconhecido,29,0,F,M,True,sucesso
